name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Jin Sakai, Ghost of Tsushima",4,"Legendary Creature - Human Samurai",BUW,"sld","2226",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Combat Damage: Enabler;Strict Draw: Enabler;Strict Humans: Enabler","",-1,false,false,"Dominik Mayer"
"Biophagus",2,"Creature - Human Tyranid Wizard",G,"40k","87",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler;Strict Five-Color Domain: Glue;Strict Humans: Enabler;Strict Ramp: Enabler","",108646,false,false,"Thea Dumitriu"
"Rionya, Fire Dancer",5,"Legendary Creature - Human Wizard",R,"c21","55",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler;Strict Tokens: Enabler","",89853,false,false,"Heonhwa"
"Retrofitter Foundry",1,"Artifact",,"c18","57",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Dies: Enabler;Strict Noncreature: Enabler;Strict Power 4+: Enabler;Strict Sacrifice: Enabler;Strict Tokens: Enabler","",-1,false,false,"Dmitry Burmak"
"Firebolt",1,"Sorcery",R,"ody","193",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Damage: Enabler;Strict Graveyard Cast: Payoff;Strict Noncreature: Enabler","",16705,false,false,"Ron Spencer"
"Toxic Deluge",3,"Sorcery",B,"c13","96",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",51366,false,false,"Svetlin Velinov"
"Leonin Relic-Warder",2,"Creature - Cat Cleric",W,"mbs","10",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff","",39591,false,false,"Greg Staples"
"Mosswort Bridge",0,"Land",,"lrw","270",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value","",28345,false,false,"Jeremy Jarvis"
"Shoot the Sheriff",2,"Instant",B,"otj","106",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",124123,false,false,"Fariba Khamseh"
"Overgrown Tomb",0,"Land - Swamp Forest",,"rav","279",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Enabler","",23592,false,false,"Rob Alexander"
"Shadowy Backstreet",0,"Land - Plains Swamp",,"mkm","268",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Enabler","",122028,false,false,"Andreas Zafiratos"
"Somberwald Sage",3,"Creature - Human Druid",G,"avr","194",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler;Strict Ramp: Enabler","",44213,false,false,"Steve Argyle"
"Plateau",0,"Land - Mountain Plains",,"lea","279",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Enabler","",-1,false,false,"Drew Tucker"
"Tundra",0,"Land - Plains Island",,"lea","284",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Enabler","",-1,false,false,"Jesper Myrfors"
"Eddie Brock",3,"Legendary Creature - Human Hero Villain",B,"spm","55",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Dies: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler;Strict Reanimator: Payoff;Strict Sacrifice: Enabler","",153349,false,false,"Greg Staples"
"Underground Sea",0,"Land - Island Swamp",,"lea","285",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Enabler","",-1,false,false,"Rob Alexander"
"Tropical Island",0,"Land - Forest Island",,"lea","283",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Enabler","",-1,false,false,"Jesper Myrfors"
"Primeval Titan",6,"Creature - Giant",G,"m11","192",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Landfall: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Enabler;Strict Ramp: Glue","",37400,false,false,"Aleksi Briclot"
"Kalonian Hydra",5,"Creature - Hydra",G,"m14","181",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Attack: Enabler;Strict Counters: Enabler;Strict Counters: Payoff","",49349,false,false,"Chris Rahn"
"Corpse Knight",2,"Creature - Zombie Knight",BW,"m20","206",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff","",73311,false,false,"Karl Kopinski"
"Talisman of Hierarchy",2,"Artifact",,"mh1","233",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler","",72838,false,false,"Lindsey Look"
"Dancing from Dark to Dawn",5,"Enchantment",G,"hob","123",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Counters: Enabler;Strict Enchantments: Enabler;Strict Landfall: Payoff;Strict Noncreature: Enabler;Strict Tokens: Enabler","",154184,false,false,"Leesha Hannigan"
"Forensic Gadgeteer",3,"Creature - Vedalken Artificer Detective",U,"mkm","57",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Payoff","",121600,false,false,"Volkan Baǵa"
"Doors of Durin",5,"Legendary Artifact",GR,"ltr","199",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Attack: Glue;Strict Noncreature: Enabler","",112308,false,false,"Marc Simonetti"
"Ignoble Hierarch",1,"Creature - Goblin Shaman",G,"mh2","166",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Ramp: Enabler","",90709,false,false,"Mark Zug"
"Llanowar Elves",1,"Creature - Elf Druid",G,"fdn","429",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Ramp: Enabler","",132866,false,false,"Hisashi Momose"
"Nishoba Brawler",2,"Creature - Cat Warrior",G,"dmu","174",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Five-Color Domain: Payoff;Strict Power Matters: Enabler","",102824,false,false,"Valera Lutfullina"
"Tifa Lockhart",2,"Legendary Creature - Human Monk",G,"fin","206",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler;Strict Landfall: Payoff;Strict Power Matters: Payoff","",141355,false,false,"Laurel Austin"
"Azusa, Lost but Seeking",3,"Legendary Creature - Human Monk",G,"chk","201",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler","",21535,false,false,"Todd Lockwood"
"Six",3,"Legendary Creature - Treefolk",G,"mh3","169",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler","",126355,false,false,"Andrew Mar"
"Web of Life and Destiny",8,"Enchantment",G,"spm","122",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Enchantments: Enabler;Strict Noncreature: Enabler","",153487,false,false,"Jonas De Ro"
"The Regalia",4,"Legendary Artifact - Vehicle",,"fin","267",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Noncreature: Enabler","",141501,false,false,"Jonas De Ro"
"Pile On",4,"Instant",B,"mom","122",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",110090,false,false,"Javier Charro"
"Necron Deathmark",5,"Artifact Creature - Necron",B,"40k","42",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",108556,false,false,"Games Workshop"
"Tamiyo, Inquisitive Student",1,"Legendary Creature - Moonfolk Wizard",U,"mh3","242",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Ramp: Enabler","",126513,false,false,"Magali Villeneuve"
"Marang River Regent",6,"Creature - Dragon",U,"tdm","51",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Reanimator: Enabler","",139049,false,false,"John Tedrick"
"Counterspell",2,"Instant",U,"lea","54",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",-1,false,false,"Mark Poole"
"Show and Tell",3,"Sorcery",U,"usg","96",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Noncreature: Enabler","",12139,false,false,"Jeff Laubenstein"
"Simulacrum Synthesizer",3,"Artifact",U,"big","6",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Artifacts: Payoff;Strict Blink: Payoff;Strict Noncreature: Enabler;Strict Tokens: Enabler","",125373,false,false,"Anton Solovianchyk"
"Warren Soultrader",3,"Creature - Zombie Goblin Wizard",B,"mh3","110",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Dies: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler;Strict Sacrifice: Enabler;Strict Tokens: Enabler","",126237,false,false,"Pete Venters"
"Overlord of the Balemurk",5,"Enchantment Creature - Avatar Horror",B,"dsk","113",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Enchantments: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Reanimator: Enabler","",130357,false,false,"Babs Webb"
"Cut Down",1,"Instant",B,"dmu","89",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",102654,false,false,"Dominik Mayer"
"Thoughtseize",1,"Sorcery",B,"lrw","145",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Noncreature: Enabler","",28269,false,false,"Aleksi Briclot"
"Kellan, Planar Trailblazer",1,"Legendary Creature - Human Faerie Scout",R,"fdn","91",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Humans: Enabler","",133750,false,false,"Zoltan Boros"
"Voldaren Epicure",1,"Creature - Vampire",R,"vow","182",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Damage: Enabler;Strict Tokens: Enabler","",94710,false,false,"Martina Fačková"
"Hanweir Garrison",3,"Creature - Human Soldier",R,"emn","130",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Attack: Glue;Strict Humans: Enabler;Strict Tokens: Enabler","",61220,false,false,"Vincent Proce"
"Mine Collapse",4,"Instant",R,"mh2","135",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Damage: Enabler;Strict Dies: Enabler;Strict Noncreature: Enabler;Strict Sacrifice: Enabler","",90647,false,false,"Bud Cook"
"Nova Hellkite",5,"Creature - Dragon",R,"eoe","148",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Damage: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",142909,false,false,"Raymond Swanland"
"Jaxis, the Troublemaker",4,"Legendary Creature - Human Warrior",R,"snc","112",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Dies: Payoff;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Humans: Enabler;Strict Reanimator: Enabler;Strict Tokens: Enabler","",98443,false,false,"Zoltan Boros"
"Fear of Missing Out",2,"Enchantment Creature - Nightmare",R,"dsk","136",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Attack: Enabler;Strict Attack: Glue;Strict Blink: Payoff;Strict Discard: Enabler;Strict Draw: Enabler;Strict Enchantments: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Graveyard Types: Payoff;Strict Reanimator: Enabler","",130403,false,false,"John Stanko"
"The Infamous Cruelclaw",3,"Legendary Creature - Weasel Mercenary",BR,"blb","219",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler","",129683,false,false,"Christina Kraus"
"Ajani, Nacatl Pariah",2,"Legendary Creature - Cat Warrior",W,"mh3","237",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Counters: Enabler;Strict Damage: Enabler;Strict Dies: Payoff;Strict Tokens: Enabler","",126493,false,false,"Chris Rallis"
"Adanto Vanguard",2,"Creature - Vampire Soldier",W,"xln","1",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",65012,false,false,"Anna Steinbauer"
"Spectacular Spider-Man",2,"Legendary Creature - Spider Human Hero",W,"spm","14",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler","",153263,false,false,"Roberta Ingranata"
"Eldrazi Displacer",3,"Creature - Eldrazi",,"ogw","13",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Enabler","",59473,false,false,"Daarken"
"Thalia, Heretic Cathar",3,"Legendary Creature - Human Soldier",W,"emn","46",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler","",61308,false,false,"Magali Villeneuve"
"Monastery Mentor",3,"Creature - Human Monk",W,"frf","20",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler;Strict Noncreature: Payoff;Strict Tokens: Enabler","",55410,false,false,"Magali Villeneuve"
"Appa, Steadfast Guardian",4,"Legendary Creature - Bison Ally",W,"tla","10",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Tokens: Enabler","",144496,false,false,"Maël Ollivier-Henry"
"Elspeth, Storm Slayer",5,"Legendary Planeswalker - Elspeth",W,"tdm","11",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Counters: Enabler;Strict Noncreature: Enabler;Strict Tokens: Enabler;Strict Tokens: Payoff","",138965,false,false,"Ekaterina Burmak"
"Kitesail Larcenist",3,"Creature - Human Pirate",U,"lci","61",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Humans: Enabler;Strict Ramp: Enabler","",117918,false,false,"Sidharth Chaturvedi"
"Spyglass Siren",1,"Creature - Siren Pirate",U,"lci","78",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Tokens: Enabler","",117956,false,false,"David Astruga"
"Skycoach Conductor",3,"Creature - Bird Pilot",U,"sos","67",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Enabler;Strict Blink: Payoff","",149633,false,false,"Christina Kraus"
"Fallen Shinobi",5,"Creature - Zombie Ninja",BU,"mh1","199",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Combat Damage: Enabler;Strict Opponent Cards: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",72770,false,false,"Tomasz Jedruszek"
"Knight Paladin",5,"Artifact - Vehicle",,"40k","160",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Damage: Enabler;Strict Noncreature: Enabler","",108792,false,false,"Games Workshop"
"Third Path Iconoclast",2,"Creature - Human Monk",RU,"bro","223",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Humans: Enabler;Strict Noncreature: Payoff;Strict Tokens: Enabler","",105068,false,false,"Manuel Castañón"
"Pinnacle Emissary",3,"Artifact Creature - Robot",RU,"eoe","223",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Artifacts: Payoff;Strict Tokens: Enabler","",143059,false,false,"Alejandro Pacheco"
"Gríma, Saruman's Footman",4,"Legendary Creature - Human Advisor",BU,"ltc","57",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Humans: Enabler;Strict Opponent Cards: Enabler","",113146,false,false,"Matt Stewart"
"Assault Intercessor",3,"Creature - Astartes Warrior",BW,"40k","104",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",108680,false,false,"Steve Argyle"
"Space Marine Devastator",4,"Creature - Astartes Warrior",W,"40k","14",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff","",108500,false,false,"Games Workshop"
"Malcolm, Alluring Scoundrel",2,"Legendary Creature - Siren Pirate",U,"lci","63",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler","",117924,false,false,"Fesbra"
"Michelangelo, Weirdness to 11",2,"Legendary Creature - Mutant Ninja Turtle",G,"tmt","121",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Counters: Enabler;Strict Counters: Payoff;Strict Tokens: Enabler","",147865,false,false,"Jason Kiantoro"
"Prophetic Prism",2,"Artifact",,"roe","222",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Draw: Enabler;Strict Five-Color Domain: Glue;Strict Noncreature: Enabler","",36758,false,false,"John Avon"
"Thunderhawk Gunship",6,"Artifact - Vehicle",,"40k","167",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Blink: Payoff;Strict Noncreature: Enabler;Strict Ramp: Glue;Strict Tokens: Enabler","",108806,false,false,"Games Workshop"
"Sicarian Infiltrator",3,"Artifact Creature - Human Soldier",U,"40k","25",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Draw: Enabler;Strict Humans: Enabler","",108522,false,false,"Games Workshop"
"Callidus Assassin",6,"Creature - Human Shapeshifter Assassin",BU,"40k","109",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Humans: Enabler;Strict Ramp: Glue","",108690,false,false,"Bryan Sola"
"Annie Joins Up",4,"Legendary Enchantment",GRW,"otj","191",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Damage: Enabler;Strict Enchantments: Enabler;Strict Noncreature: Enabler","",124293,false,false,"Wylie Beckert"
"Panharmonicon",4,"Artifact",,"kld","226",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Noncreature: Enabler","",61801,false,false,"Volkan Baǵa"
"Ohran Frostfang",5,"Snow Creature - Snake",G,"c19","33",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Draw: Enabler","",77120,false,false,"Torstein Nordstrand"
"Sentinel of the Nameless City",3,"Creature - Merfolk Warrior Scout",G,"lci","211",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Blink: Payoff;Strict Tokens: Enabler","",118256,false,false,"Josu Hernaiz"
